title,studio,domestic_gross,foreign_gross,year,movie_id,start_year,runtime_minutes,genres,averagerating,numvotes,production_budget,total_gross,worldwide_gross,roi,budget_tier,total_revenue
Safe House,Uni.,126400000.0,81700000.0,2012,tt1599348,2012,115.0,Crime,6.8,192655,85000000.0,208100000.0,208100000.0,1.448235294117647,High Budget(>$25M),208100000.0
21 Jump Street,Sony,138400000.0,63100000.0,2012,tt1232829,2012,109.0,Action,7.2,477771,42000000.0,201500000.0,201500000.0,3.7976190476190474,High Budget(>$25M),201500000.0
21 Jump Street,Sony,138400000.0,63100000.0,2012,tt1232829,2012,109.0,Comedy,7.2,477771,42000000.0,201500000.0,201500000.0,3.7976190476190474,High Budget(>$25M),201500000.0
21 Jump Street,Sony,138400000.0,63100000.0,2012,tt1232829,2012,109.0,Crime,7.2,477771,42000000.0,201500000.0,201500000.0,3.7976190476190474,High Budget(>$25M),201500000.0
The Vow,SGem,125000000.0,71100000.0,2012,tt1606389,2012,104.0,Drama,6.8,173629,30000000.0,196100000.0,196100000.0,5.536666666666667,High Budget(>$25M),196100000.0
The Vow,SGem,125000000.0,71100000.0,2012,tt1606389,2012,104.0,Romance,6.8,173629,30000000.0,196100000.0,196100000.0,5.536666666666667,High Budget(>$25M),196100000.0
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,tt1667353,2012,106.0,Adventure,5.6,79510,85000000.0,183000000.0,183000000.0,1.1529411764705881,High Budget(>$25M),183000000.0
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,tt1667353,2012,106.0,Comedy,5.6,79510,85000000.0,183000000.0,183000000.0,1.1529411764705881,High Budget(>$25M),183000000.0
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,tt1667353,2012,106.0,Drama,5.6,79510,85000000.0,183000000.0,183000000.0,1.1529411764705881,High Budget(>$25M),183000000.0
The Impossible,LG/S,19000000.0,161300000.0,2012,tt1649419,2012,114.0,Drama,7.6,177762,40000000.0,180300000.0,180300000.0,3.5075,High Budget(>$25M),180300000.0
The Impossible,LG/S,19000000.0,161300000.0,2012,tt1649419,2012,114.0,History,7.6,177762,40000000.0,180300000.0,180300000.0,3.5075,High Budget(>$25M),180300000.0
The Impossible,LG/S,19000000.0,161300000.0,2012,tt1649419,2012,114.0,Thriller,7.6,177762,40000000.0,180300000.0,180300000.0,3.5075,High Budget(>$25M),180300000.0
The Dictator,Par.,59700000.0,119700000.0,2012,tt1645170,2012,83.0,Comedy,6.4,250976,65000000.0,179400000.0,179400000.0,1.76,High Budget(>$25M),179400000.0
Looper,TriS,66500000.0,110000000.0,2012,tt1276104,2012,113.0,Action,7.4,500595,30000000.0,176500000.0,176500000.0,4.883333333333334,High Budget(>$25M),176500000.0
Looper,TriS,66500000.0,110000000.0,2012,tt1276104,2012,113.0,Crime,7.4,500595,30000000.0,176500000.0,176500000.0,4.883333333333334,High Budget(>$25M),176500000.0
Looper,TriS,66500000.0,110000000.0,2012,tt1276104,2012,113.0,Drama,7.4,500595,30000000.0,176500000.0,176500000.0,4.883333333333334,High Budget(>$25M),176500000.0
Magic Mike,WB,113700000.0,53500000.0,2012,tt1915581,2012,110.0,Comedy,6.1,123955,7000000.0,167200000.0,167200000.0,22.885714285714286,Low Budget(<$10M),167200000.0
Magic Mike,WB,113700000.0,53500000.0,2012,tt1915581,2012,110.0,Drama,6.1,123955,7000000.0,167200000.0,167200000.0,22.885714285714286,Low Budget(<$10M),167200000.0
Flight,Par.,93800000.0,68000000.0,2012,tt1907668,2012,138.0,Drama,7.3,303009,31000000.0,161800000.0,161800000.0,4.219354838709678,High Budget(>$25M),161800000.0
Flight,Par.,93800000.0,68000000.0,2012,tt1907668,2012,138.0,Thriller,7.3,303009,31000000.0,161800000.0,161800000.0,4.219354838709678,High Budget(>$25M),161800000.0
This Means War,Fox,54800000.0,101700000.0,2012,tt1596350,2012,103.0,Action,6.3,167438,65000000.0,156500000.0,156500000.0,1.4076923076923078,High Budget(>$25M),156500000.0
This Means War,Fox,54800000.0,101700000.0,2012,tt1596350,2012,103.0,Comedy,6.3,167438,65000000.0,156500000.0,156500000.0,1.4076923076923078,High Budget(>$25M),156500000.0
This Means War,Fox,54800000.0,101700000.0,2012,tt1596350,2012,103.0,Romance,6.3,167438,65000000.0,156500000.0,156500000.0,1.4076923076923078,High Budget(>$25M),156500000.0
Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,tt2109184,2012,88.0,Horror,4.6,58408,5000000.0,142800000.0,142800000.0,27.56,Low Budget(<$10M),142800000.0
Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,tt2109184,2012,88.0,Mystery,4.6,58408,5000000.0,142800000.0,142800000.0,27.56,Low Budget(<$10M),142800000.0
Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,tt2109184,2012,88.0,Thriller,4.6,58408,5000000.0,142800000.0,142800000.0,27.56,Low Budget(<$10M),142800000.0
Step Up Revolution,LG/S,35100000.0,105400000.0,2012,tt1800741,2012,99.0,Drama,6.5,51295,33000000.0,140500000.0,140500000.0,3.257575757575758,High Budget(>$25M),140500000.0
Step Up Revolution,LG/S,35100000.0,105400000.0,2012,tt1800741,2012,99.0,Music,6.5,51295,33000000.0,140500000.0,140500000.0,3.257575757575758,High Budget(>$25M),140500000.0
Step Up Revolution,LG/S,35100000.0,105400000.0,2012,tt1800741,2012,99.0,Romance,6.5,51295,33000000.0,140500000.0,140500000.0,3.257575757575758,High Budget(>$25M),140500000.0
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000.0,2012,tt1412386,2011,124.0,Comedy,7.3,85811,10000000.0,136800000.0,136800000.0,12.68,Mid Budget($10M-$25M),136800000.0
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000.0,2012,tt1412386,2011,124.0,Drama,7.3,85811,10000000.0,136800000.0,136800000.0,12.68,Mid Budget($10M-$25M),136800000.0
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000.0,2012,tt1412386,2011,124.0,Romance,7.3,85811,10000000.0,136800000.0,136800000.0,12.68,Mid Budget($10M-$25M),136800000.0
Zero Dark Thirty,Sony,95700000.0,37100000.0,2012,tt1790885,2012,157.0,Drama,7.4,251072,52500000.0,132800000.0,132800000.0,1.5295238095238095,High Budget(>$25M),132800000.0
Zero Dark Thirty,Sony,95700000.0,37100000.0,2012,tt1790885,2012,157.0,Thriller,7.4,251072,52500000.0,132800000.0,132800000.0,1.5295238095238095,High Budget(>$25M),132800000.0
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000.0,2012,tt1071875,2011,96.0,Action,4.3,103608,57000000.0,132600000.0,132600000.0,1.3263157894736841,High Budget(>$25M),132600000.0
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000.0,2012,tt1071875,2011,96.0,Fantasy,4.3,103608,57000000.0,132600000.0,132600000.0,1.3263157894736841,High Budget(>$25M),132600000.0
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000.0,2012,tt1071875,2011,96.0,Thriller,4.3,103608,57000000.0,132600000.0,132600000.0,1.3263157894736841,High Budget(>$25M),132600000.0
Cloud Atlas,WB,27100000.0,103400000.0,2012,tt1371111,2012,172.0,Action,7.4,326473,102000000.0,130500000.0,130500000.0,0.27941176470588236,High Budget(>$25M),130500000.0
Cloud Atlas,WB,27100000.0,103400000.0,2012,tt1371111,2012,172.0,Drama,7.4,326473,102000000.0,130500000.0,130500000.0,0.27941176470588236,High Budget(>$25M),130500000.0
Cloud Atlas,WB,27100000.0,103400000.0,2012,tt1371111,2012,172.0,Mystery,7.4,326473,102000000.0,130500000.0,130500000.0,0.27941176470588236,High Budget(>$25M),130500000.0
The Woman in Black,CBS,54300000.0,73400000.0,2012,tt1596365,2012,95.0,Drama,6.4,165357,15000000.0,127700000.0,127700000.0,7.513333333333334,Mid Budget($10M-$25M),127700000.0
The Woman in Black,CBS,54300000.0,73400000.0,2012,tt1596365,2012,95.0,Fantasy,6.4,165357,15000000.0,127700000.0,127700000.0,7.513333333333334,Mid Budget($10M-$25M),127700000.0
The Woman in Black,CBS,54300000.0,73400000.0,2012,tt1596365,2012,95.0,Horror,6.4,165357,15000000.0,127700000.0,127700000.0,7.513333333333334,Mid Budget($10M-$25M),127700000.0
The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,tt1430626,2012,88.0,Adventure,6.7,41958,55000000.0,123100000.0,123100000.0,1.2381818181818183,High Budget(>$25M),123100000.0
The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,tt1430626,2012,88.0,Animation,6.7,41958,55000000.0,123100000.0,123100000.0,1.2381818181818183,High Budget(>$25M),123100000.0
The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,tt1430626,2012,88.0,Comedy,6.7,41958,55000000.0,123100000.0,123100000.0,1.2381818181818183,High Budget(>$25M),123100000.0
Parental Guidance,Fox,77300000.0,42500000.0,2012,tt1047540,2012,105.0,Comedy,6.1,23711,25000000.0,119800000.0,119800000.0,3.792,High Budget(>$25M),119800000.0
Parental Guidance,Fox,77300000.0,42500000.0,2012,tt1047540,2012,105.0,Family,6.1,23711,25000000.0,119800000.0,119800000.0,3.792,High Budget(>$25M),119800000.0
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,tt1611224,2012,105.0,Action,5.9,142853,67500000.0,116500000.0,116500000.0,0.725925925925926,High Budget(>$25M),116500000.0
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,tt1611224,2012,105.0,Fantasy,5.9,142853,67500000.0,116500000.0,116500000.0,0.725925925925926,High Budget(>$25M),116500000.0
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,tt1611224,2012,105.0,Horror,5.9,142853,67500000.0,116500000.0,116500000.0,0.725925925925926,High Budget(>$25M),116500000.0
Pitch Perfect,Uni.,65000000.0,50300000.0,2012,tt1981677,2012,112.0,Comedy,7.2,256565,17000000.0,115300000.0,115300000.0,5.7823529411764705,Mid Budget($10M-$25M),115300000.0
Pitch Perfect,Uni.,65000000.0,50300000.0,2012,tt1981677,2012,112.0,Music,7.2,256565,17000000.0,115300000.0,115300000.0,5.7823529411764705,Mid Budget($10M-$25M),115300000.0
Pitch Perfect,Uni.,65000000.0,50300000.0,2012,tt1981677,2012,112.0,Romance,7.2,256565,17000000.0,115300000.0,115300000.0,5.7823529411764705,Mid Budget($10M-$25M),115300000.0
Hope Springs,Sony,63500000.0,50700000.0,2012,tt1535438,2012,100.0,Comedy,6.3,38667,30000000.0,114200000.0,114200000.0,2.8066666666666666,High Budget(>$25M),114200000.0
Hope Springs,Sony,63500000.0,50700000.0,2012,tt1535438,2012,100.0,Drama,6.3,38667,30000000.0,114200000.0,114200000.0,2.8066666666666666,High Budget(>$25M),114200000.0
Hope Springs,Sony,63500000.0,50700000.0,2012,tt1535438,2012,100.0,Romance,6.3,38667,30000000.0,114200000.0,114200000.0,2.8066666666666666,High Budget(>$25M),114200000.0
ParaNorman,Focus,56000000.0,51100000.0,2012,tt1623288,2012,92.0,Adventure,7.0,87250,60000000.0,107100000.0,107100000.0,0.785,High Budget(>$25M),107100000.0
ParaNorman,Focus,56000000.0,51100000.0,2012,tt1623288,2012,92.0,Animation,7.0,87250,60000000.0,107100000.0,107100000.0,0.785,High Budget(>$25M),107100000.0
ParaNorman,Focus,56000000.0,51100000.0,2012,tt1623288,2012,92.0,Comedy,7.0,87250,60000000.0,107100000.0,107100000.0,0.785,High Budget(>$25M),107100000.0
The Campaign,WB,86900000.0,18000000.0,2012,tt1790886,2012,85.0,Comedy,6.1,118678,95000000.0,104900000.0,104900000.0,0.10421052631578948,High Budget(>$25M),104900000.0
The Campaign,WB,86900000.0,18000000.0,2012,tt2411684,2013,60.0,Documentary,6.9,14,95000000.0,104900000.0,104900000.0,0.10421052631578948,High Budget(>$25M),104900000.0
Project X,WB,54700000.0,48000000.0,2012,tt1636826,2012,88.0,Comedy,6.7,177782,12000000.0,102700000.0,102700000.0,7.558333333333334,Mid Budget($10M-$25M),102700000.0
The Devil Inside,Par.,53300000.0,48500000.0,2012,tt1560985,2012,83.0,Horror,4.2,33522,1000000.0,101800000.0,101800000.0,100.8,Low Budget(<$10M),101800000.0
The Lucky One,WB,60500000.0,38900000.0,2012,tt1327194,2012,101.0,Drama,6.5,94359,25000000.0,99400000.0,99400000.0,2.976,High Budget(>$25M),99400000.0
The Lucky One,WB,60500000.0,38900000.0,2012,tt1327194,2012,101.0,Romance,6.5,94359,25000000.0,99400000.0,99400000.0,2.976,High Budget(>$25M),99400000.0
Contraband,Uni.,66500000.0,29700000.0,2012,tt1524137,2012,109.0,Action,6.5,111709,25000000.0,96200000.0,96200000.0,2.848,High Budget(>$25M),96200000.0
Contraband,Uni.,66500000.0,29700000.0,2012,tt1524137,2012,109.0,Crime,6.5,111709,25000000.0,96200000.0,96200000.0,2.848,High Budget(>$25M),96200000.0
Contraband,Uni.,66500000.0,29700000.0,2012,tt1524137,2012,109.0,Drama,6.5,111709,25000000.0,96200000.0,96200000.0,2.848,High Budget(>$25M),96200000.0
Think Like a Man,SGem,91500000.0,4500000.0,2012,tt1621045,2012,122.0,Comedy,6.6,41043,12000000.0,96000000.0,96000000.0,7.0,Mid Budget($10M-$25M),96000000.0
Think Like a Man,SGem,91500000.0,4500000.0,2012,tt1621045,2012,122.0,Romance,6.6,41043,12000000.0,96000000.0,96000000.0,7.0,Mid Budget($10M-$25M),96000000.0
The Possession,LGF,49100000.0,36300000.0,2012,tt0431021,2012,92.0,Horror,5.9,53649,14000000.0,85400000.0,85400000.0,5.1,Mid Budget($10M-$25M),85400000.0
The Possession,LGF,49100000.0,36300000.0,2012,tt0431021,2012,92.0,Mystery,5.9,53649,14000000.0,85400000.0,85400000.0,5.1,Mid Budget($10M-$25M),85400000.0
The Possession,LGF,49100000.0,36300000.0,2012,tt0431021,2012,92.0,Thriller,5.9,53649,14000000.0,85400000.0,85400000.0,5.1,Mid Budget($10M-$25M),85400000.0
What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012,tt1586265,2012,110.0,Comedy,5.7,65890,37500000.0,84400000.0,84400000.0,1.2506666666666666,High Budget(>$25M),84400000.0
What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012,tt1586265,2012,110.0,Drama,5.7,65890,37500000.0,84400000.0,84400000.0,1.2506666666666666,High Budget(>$25M),84400000.0
What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012,tt1586265,2012,110.0,Romance,5.7,65890,37500000.0,84400000.0,84400000.0,1.2506666666666666,High Budget(>$25M),84400000.0
Frankenweenie,BV,35300000.0,46200000.0,2012,tt1142977,2012,87.0,Animation,7.0,89489,39000000.0,81500000.0,81500000.0,1.0897435897435896,High Budget(>$25M),81500000.0
Frankenweenie,BV,35300000.0,46200000.0,2012,tt1142977,2012,87.0,Comedy,7.0,89489,39000000.0,81500000.0,81500000.0,1.0897435897435896,High Budget(>$25M),81500000.0
Frankenweenie,BV,35300000.0,46200000.0,2012,tt1142977,2012,87.0,Family,7.0,89489,39000000.0,81500000.0,81500000.0,1.0897435897435896,High Budget(>$25M),81500000.0
Act of Valor,Rela.,70000000.0,11300000.0,2012,tt1591479,2012,110.0,Action,6.5,63787,12000000.0,81300000.0,81300000.0,5.775,Mid Budget($10M-$25M),81300000.0
Act of Valor,Rela.,70000000.0,11300000.0,2012,tt1591479,2012,110.0,Adventure,6.5,63787,12000000.0,81300000.0,81300000.0,5.775,Mid Budget($10M-$25M),81300000.0
Act of Valor,Rela.,70000000.0,11300000.0,2012,tt1591479,2012,110.0,Drama,6.5,63787,12000000.0,81300000.0,81300000.0,5.775,Mid Budget($10M-$25M),81300000.0
Sinister,LG/S,48100000.0,29600000.0,2012,tt1922777,2012,110.0,Horror,6.8,198345,3000000.0,77700000.0,77700000.0,24.9,Low Budget(<$10M),77700000.0
Sinister,LG/S,48100000.0,29600000.0,2012,tt1922777,2012,110.0,Mystery,6.8,198345,3000000.0,77700000.0,77700000.0,24.9,Low Budget(<$10M),77700000.0
Sinister,LG/S,48100000.0,29600000.0,2012,tt1922777,2012,110.0,Thriller,6.8,198345,3000000.0,77700000.0,77700000.0,24.9,Low Budget(<$10M),77700000.0
The Grey,ORF,51600000.0,25700000.0,2012,tt1601913,2011,117.0,Action,6.8,228798,25000000.0,77300000.0,77300000.0,2.092,High Budget(>$25M),77300000.0
The Grey,ORF,51600000.0,25700000.0,2012,tt1601913,2011,117.0,Adventure,6.8,228798,25000000.0,77300000.0,77300000.0,2.092,High Budget(>$25M),77300000.0
The Grey,ORF,51600000.0,25700000.0,2012,tt1601913,2011,117.0,Drama,6.8,228798,25000000.0,77300000.0,77300000.0,2.092,High Budget(>$25M),77300000.0
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000.0,2012,tt2023453,2012,94.0,Comedy,6.3,19571,22000000.0,77100000.0,77100000.0,2.5045454545454544,Mid Budget($10M-$25M),77100000.0
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000.0,2012,tt2023453,2012,94.0,Family,6.3,19571,22000000.0,77100000.0,77100000.0,2.5045454545454544,Mid Budget($10M-$25M),77100000.0
To Rome with Love,SPC,16700000.0,56600000.0,2012,tt1859650,2012,112.0,Comedy,6.3,79381,21500000.0,73300000.0,73300000.0,2.4093023255813955,Mid Budget($10M-$25M),73300000.0
To Rome with Love,SPC,16700000.0,56600000.0,2012,tt1859650,2012,112.0,Music,6.3,79381,21500000.0,73300000.0,73300000.0,2.4093023255813955,Mid Budget($10M-$25M),73300000.0
To Rome with Love,SPC,16700000.0,56600000.0,2012,tt1859650,2012,112.0,Romance,6.3,79381,21500000.0,73300000.0,73300000.0,2.4093023255813955,Mid Budget($10M-$25M),73300000.0
Here Comes the Boom,Sony,45300000.0,27800000.0,2012,tt1648179,2012,105.0,Action,6.4,81761,42000000.0,73100000.0,73100000.0,0.7404761904761905,High Budget(>$25M),73100000.0
Here Comes the Boom,Sony,45300000.0,27800000.0,2012,tt1648179,2012,105.0,Comedy,6.4,81761,42000000.0,73100000.0,73100000.0,0.7404761904761905,High Budget(>$25M),73100000.0
Here Comes the Boom,Sony,45300000.0,27800000.0,2012,tt1648179,2012,105.0,Sport,6.4,81761,42000000.0,73100000.0,73100000.0,0.7404761904761905,High Budget(>$25M),73100000.0
Anna Karenina,Focus,12800000.0,56100000.0,2012,tt1781769,2012,129.0,Drama,6.6,84668,49000000.0,68900000.0,68900000.0,0.4061224489795918,High Budget(>$25M),68900000.0
Anna Karenina,Focus,12800000.0,56100000.0,2012,tt1781769,2012,129.0,Romance,6.6,84668,49000000.0,68900000.0,68900000.0,0.4061224489795918,High Budget(>$25M),68900000.0
The Watch,Fox,35400000.0,32900000.0,2012,tt1298649,2012,102.0,Action,5.7,115757,55000000.0,68300000.0,68300000.0,0.24181818181818182,High Budget(>$25M),68300000.0
The Watch,Fox,35400000.0,32900000.0,2012,tt1298649,2012,102.0,Comedy,5.7,115757,55000000.0,68300000.0,68300000.0,0.24181818181818182,High Budget(>$25M),68300000.0
The Watch,Fox,35400000.0,32900000.0,2012,tt1298649,2012,102.0,Horror,5.7,115757,55000000.0,68300000.0,68300000.0,0.24181818181818182,High Budget(>$25M),68300000.0
Moonrise Kingdom,Focus,45500000.0,22800000.0,2012,tt1748122,2012,94.0,Adventure,7.8,291750,16000000.0,68300000.0,68300000.0,3.26875,Mid Budget($10M-$25M),68300000.0
Moonrise Kingdom,Focus,45500000.0,22800000.0,2012,tt1748122,2012,94.0,Comedy,7.8,291750,16000000.0,68300000.0,68300000.0,3.26875,Mid Budget($10M-$25M),68300000.0
Moonrise Kingdom,Focus,45500000.0,22800000.0,2012,tt1748122,2012,94.0,Drama,7.8,291750,16000000.0,68300000.0,68300000.0,3.26875,Mid Budget($10M-$25M),68300000.0
The Cabin in the Woods,LGF,42100000.0,24400000.0,2012,tt1259521,2011,95.0,Horror,7.0,338445,30000000.0,66500000.0,66500000.0,1.2166666666666666,High Budget(>$25M),66500000.0
Rock of Ages,WB (NL),38500000.0,20900000.0,2012,tt1336608,2012,123.0,Comedy,5.9,69910,70000000.0,59400000.0,59400000.0,-0.15142857142857144,High Budget(>$25M),59400000.0
Rock of Ages,WB (NL),38500000.0,20900000.0,2012,tt1336608,2012,123.0,Drama,5.9,69910,70000000.0,59400000.0,59400000.0,-0.15142857142857144,High Budget(>$25M),59400000.0
Rock of Ages,WB (NL),38500000.0,20900000.0,2012,tt1336608,2012,123.0,Musical,5.9,69910,70000000.0,59400000.0,59400000.0,-0.15142857142857144,High Budget(>$25M),59400000.0
That's My Boy,Sony,36900000.0,20800000.0,2012,tt1232200,2012,116.0,Comedy,5.6,83009,57500000.0,57700000.0,57700000.0,0.0034782608695652175,High Budget(>$25M),57700000.0
The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,tt1462769,2012,105.0,Comedy,6.6,42770,40000000.0,56100000.0,56100000.0,0.4025,High Budget(>$25M),56100000.0
The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,tt1462769,2012,105.0,Drama,6.6,42770,40000000.0,56100000.0,56100000.0,0.4025,High Budget(>$25M),56100000.0
The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,tt1462769,2012,105.0,Family,6.6,42770,40000000.0,56100000.0,56100000.0,0.4025,High Budget(>$25M),56100000.0
The Three Stooges,Fox,44300000.0,10500000.0,2012,tt0383010,2012,92.0,Comedy,5.1,28570,30000000.0,54800000.0,54800000.0,0.8266666666666667,High Budget(>$25M),54800000.0
The Three Stooges,Fox,44300000.0,10500000.0,2012,tt0383010,2012,92.0,Family,5.1,28570,30000000.0,54800000.0,54800000.0,0.8266666666666667,High Budget(>$25M),54800000.0
The Five-Year Engagement,Uni.,28800000.0,25100000.0,2012,tt1195478,2012,124.0,Comedy,6.2,88469,30000000.0,53900000.0,53900000.0,0.7966666666666666,High Budget(>$25M),53900000.0
The Five-Year Engagement,Uni.,28800000.0,25100000.0,2012,tt1195478,2012,124.0,Romance,6.2,88469,30000000.0,53900000.0,53900000.0,0.7966666666666666,High Budget(>$25M),53900000.0
Lawless,Wein.,37400000.0,16300000.0,2012,tt1212450,2012,116.0,Crime,7.3,214055,26000000.0,53700000.0,53700000.0,1.0653846153846154,High Budget(>$25M),53700000.0
Lawless,Wein.,37400000.0,16300000.0,2012,tt1212450,2012,116.0,Drama,7.3,214055,26000000.0,53700000.0,53700000.0,1.0653846153846154,High Budget(>$25M),53700000.0
Red Tails,Fox,49900000.0,489000.0,2012,tt0485985,2012,125.0,Action,5.9,31815,58000000.0,50389000.0,50389000.0,-0.1312241379310345,High Budget(>$25M),50389000.0
Red Tails,Fox,49900000.0,489000.0,2012,tt0485985,2012,125.0,Adventure,5.9,31815,58000000.0,50389000.0,50389000.0,-0.1312241379310345,High Budget(>$25M),50389000.0
Red Tails,Fox,49900000.0,489000.0,2012,tt0485985,2012,125.0,Drama,5.9,31815,58000000.0,50389000.0,50389000.0,-0.1312241379310345,High Budget(>$25M),50389000.0
Trouble with the Curve,WB,35800000.0,13200000.0,2012,tt2083383,2012,111.0,Drama,6.8,56129,60000000.0,49000000.0,49000000.0,-0.18333333333333332,High Budget(>$25M),49000000.0
Trouble with the Curve,WB,35800000.0,13200000.0,2012,tt2083383,2012,111.0,Sport,6.8,56129,60000000.0,49000000.0,49000000.0,-0.18333333333333332,High Budget(>$25M),49000000.0
End of Watch,ORF,41000000.0,7100000.0,2012,tt1855199,2012,109.0,Action,7.6,211308,15000000.0,48100000.0,48100000.0,2.2066666666666666,Mid Budget($10M-$25M),48100000.0
End of Watch,ORF,41000000.0,7100000.0,2012,tt1855199,2012,109.0,Crime,7.6,211308,15000000.0,48100000.0,48100000.0,2.2066666666666666,Mid Budget($10M-$25M),48100000.0
End of Watch,ORF,41000000.0,7100000.0,2012,tt1855199,2012,109.0,Drama,7.6,211308,15000000.0,48100000.0,48100000.0,2.2066666666666666,Mid Budget($10M-$25M),48100000.0
Man on a Ledge,LG/S,18600000.0,27600000.0,2012,tt1568338,2012,102.0,Action,6.6,137507,42000000.0,46200000.0,46200000.0,0.1,High Budget(>$25M),46200000.0
Man on a Ledge,LG/S,18600000.0,27600000.0,2012,tt1568338,2012,102.0,Adventure,6.6,137507,42000000.0,46200000.0,46200000.0,0.1,High Budget(>$25M),46200000.0
Man on a Ledge,LG/S,18600000.0,27600000.0,2012,tt1568338,2012,102.0,Crime,6.6,137507,42000000.0,46200000.0,46200000.0,0.1,High Budget(>$25M),46200000.0
The Guilt Trip,Par.,37100000.0,4700000.0,2012,tt1694020,2012,95.0,Comedy,5.8,33702,40000000.0,41800000.0,41800000.0,0.045,High Budget(>$25M),41800000.0
The Guilt Trip,Par.,37100000.0,4700000.0,2012,tt1694020,2012,95.0,Drama,5.8,33702,40000000.0,41800000.0,41800000.0,0.045,High Budget(>$25M),41800000.0
Killing Them Softly,Wein.,15000000.0,22900000.0,2012,tt1764234,2012,97.0,Crime,6.2,124086,15000000.0,37900000.0,37900000.0,1.5266666666666666,Mid Budget($10M-$25M),37900000.0
Killing Them Softly,Wein.,15000000.0,22900000.0,2012,tt1764234,2012,97.0,Thriller,6.2,124086,15000000.0,37900000.0,37900000.0,1.5266666666666666,Mid Budget($10M-$25M),37900000.0
Chernobyl Diaries,WB,18100000.0,19000000.0,2012,tt1991245,2012,86.0,Horror,5.0,60304,1000000.0,37100000.0,37100000.0,36.1,Low Budget(<$10M),37100000.0
Chernobyl Diaries,WB,18100000.0,19000000.0,2012,tt1991245,2012,86.0,Mystery,5.0,60304,1000000.0,37100000.0,37100000.0,36.1,Low Budget(<$10M),37100000.0
Chernobyl Diaries,WB,18100000.0,19000000.0,2012,tt1991245,2012,86.0,Thriller,5.0,60304,1000000.0,37100000.0,37100000.0,36.1,Low Budget(<$10M),37100000.0
Dredd,LGF,13400000.0,22200000.0,2012,tt1343727,2012,95.0,Action,7.1,234616,45000000.0,35600000.0,35600000.0,-0.2088888888888889,High Budget(>$25M),35600000.0
Dredd,LGF,13400000.0,22200000.0,2012,tt1343727,2012,95.0,Crime,7.1,234616,45000000.0,35600000.0,35600000.0,-0.2088888888888889,High Budget(>$25M),35600000.0
Dredd,LGF,13400000.0,22200000.0,2012,tt1343727,2012,95.0,Sci-Fi,7.1,234616,45000000.0,35600000.0,35600000.0,-0.2088888888888889,High Budget(>$25M),35600000.0
Arbitrage,RAtt.,7900000.0,27600000.0,2012,tt1764183,2012,107.0,Drama,6.6,46774,12000000.0,35500000.0,35500000.0,1.9583333333333333,Mid Budget($10M-$25M),35500000.0
Arbitrage,RAtt.,7900000.0,27600000.0,2012,tt1764183,2012,107.0,Thriller,6.6,46774,12000000.0,35500000.0,35500000.0,1.9583333333333333,Mid Budget($10M-$25M),35500000.0
Alex Cross,LG/S,25900000.0,8700000.0,2012,tt1712170,2012,101.0,Action,5.1,30951,35000000.0,34600000.0,34600000.0,-0.011428571428571429,High Budget(>$25M),34600000.0
Alex Cross,LG/S,25900000.0,8700000.0,2012,tt1712170,2012,101.0,Crime,5.1,30951,35000000.0,34600000.0,34600000.0,-0.011428571428571429,High Budget(>$25M),34600000.0
Alex Cross,LG/S,25900000.0,8700000.0,2012,tt1712170,2012,101.0,Mystery,5.1,30951,35000000.0,34600000.0,34600000.0,-0.011428571428571429,High Budget(>$25M),34600000.0
The Perks of Being a Wallflower,LG/S,17700000.0,15600000.0,2012,tt1659337,2012,103.0,Drama,8.0,422671,13000000.0,33300000.0,33300000.0,1.5615384615384615,Mid Budget($10M-$25M),33300000.0
Haywire,Rela.,18900000.0,14400000.0,2012,tt1506999,2011,93.0,Action,5.8,78681,23000000.0,33300000.0,33300000.0,0.44782608695652176,Mid Budget($10M-$25M),33300000.0
